l,t
1000,3.844630479812622
2000,7.556714057922363
3000,11.217571020126343
4000,14.88712215423584
5000,18.41315460205078
6000,22.216883897781372
7000,25.77032494544983
8000,29.60800004005432
9000,33.44189405441284
10000,37.48162508010864
11000,41.257484674453735
12000,44.76228356361389
13000,48.45037817955017
14000,52.065598487854004
15000,55.73485207557678
16000,59.239092111587524
17000,62.82143783569336
18000,66.43065285682678
19000,70.09514665603638
20000,73.82534313201904
21000,77.30100727081299
22000,80.89226937294006
23000,84.44800448417664
24000,87.90473484992981
25000,91.24036884307861
26000,94.61915707588196
27000,98.31880021095276
28000,101.61860609054565
29000,105.00496125221252
30000,108.4646646976471
31000,111.89663314819336
32000,115.11549115180969
33000,118.29267835617065
34000,121.57575154304504
35000,124.8461663722992
36000,128.16125535964966
37000,131.20036363601685
38000,134.58155369758606
39000,137.72182846069336
40000,140.77656984329224
41000,143.93463039398193
42000,147.19457173347473
43000,150.2344470024109
44000,153.39153146743774
45000,156.74156975746155
46000,160.13043999671936
47000,163.5428535938263
48000,166.8179271221161
49000,170.21656918525696
50000,173.60990977287292
51000,176.9012484550476
52000,180.3182806968689
53000,183.71730709075928
54000,187.00093150138855
55000,190.43663620948792
56000,193.87620425224304
57000,197.2886664867401
58000,200.60560011863708
59000,203.99171948432922
60000,207.3134322166443
61000,210.71327376365662
62000,214.14769768714905
63000,217.94984912872314
64000,221.77154994010925
65000,225.47847437858582
66000,229.1123561859131
67000,232.78905057907104
68000,236.29461288452148
69000,239.66723155975342
70000,242.94182085990906
71000,246.12574768066406
72000,249.18706727027893
73000,252.35916662216187
74000,255.69704818725586
75000,258.81048369407654
76000,262.30232787132263
77000,265.7391927242279
78000,269.17668747901917
79000,272.61816811561584
80000,276.15034914016724
81000,279.5657515525818
82000,282.93550753593445
83000,286.2525107860565
84000,289.46533465385437
85000,292.8127279281616
86000,296.3007185459137
87000,299.6515543460846
88000,302.9567084312439
89000,306.15021324157715
90000,309.47856616973877
91000,312.5972275733948
92000,315.91994643211365
93000,319.2564899921417
94000,322.54484248161316
95000,325.91574454307556
96000,329.2592821121216
97000,332.45739245414734
98000,335.70788311958313
99000,338.9953188896179
100000,342.62205743789673
101000,346.0478618144989
102000,349.43743348121643
103000,352.8854477405548
104000,356.3756821155548
105000,359.8203299045563
106000,363.23941445350647
107000,366.6037058830261
108000,369.7267405986786
109000,373.0402476787567
110000,376.12815594673157
111000,379.538290977478
112000,382.90172290802
113000,386.1644678115845
114000,389.5831718444824
115000,393.0046355724335
116000,396.3786811828613
117000,399.7069730758667
118000,403.13778376579285
119000,406.637953042984
120000,410.0943763256073
121000,413.41556668281555
122000,416.9062933921814
123000,420.3777391910553
124000,423.56132221221924
125000,426.8275456428528
126000,430.11590337753296
127000,433.36565804481506
128000,436.7214026451111
129000,440.17180371284485
130000,443.50780987739563
131000,446.94524908065796
132000,450.2490520477295
133000,453.58560848236084
134000,456.7929439544678
135000,460.145437002182
136000,463.5990116596222
137000,466.84947657585144
138000,470.12614607810974
139000,473.3469018936157
140000,476.6058030128479
141000,480.03093338012695
142000,483.4763123989105
143000,486.89003825187683
144000,490.00165247917175
145000,493.3823356628418
146000,496.71557664871216
147000,500.60639810562134
148000,504.32506918907166
149000,508.04211473464966
150000,511.5664789676666
151000,515.0254077911377
152000,518.4802424907684
153000,521.9661056995392
154000,525.3299298286438
155000,528.7328124046326
156000,531.7767839431763
157000,534.9305336475372
158000,538.0007309913635
159000,541.2786560058594
160000,544.6393105983734
161000,547.8248181343079
162000,551.4559621810913
163000,555.0556902885437
164000,558.4817521572113
165000,561.8375999927521
166000,565.0806829929352
167000,568.4486348628998
168000,571.5979363918304
169000,574.9610433578491
170000,578.3845973014832
171000,581.7779476642609
172000,587.222553730011
173000,590.9845590591431
174000,594.5007843971252
175000,598.1808323860168
176000,601.6476755142212
177000,605.139883518219
178000,608.5316393375397
179000,611.8219151496887
180000,615.116646528244
181000,7043.889566421509
182000,7048.144961357117
183000,7052.41962480545
184000,7056.158179283142
185000,7060.084699869156
186000,7063.597564458847
187000,7067.3515384197235
188000,7070.95748257637
189000,7075.22027182579
190000,7079.293019533157
191000,7082.900158405304
192000,7086.6723647117615
193000,7090.479851961136
194000,7097.507184505463
