r,l,t
3638.7015076875687,381,1.4057378768920898
3642.4957686662674,329,2.6838736534118652
1032.9890350699425,101,3.0704233646392822
1031.091902911663,118,3.546313524246216
4252.4240963459015,474,5.238300561904907
645.9738565683365,70,5.5406739711761475
9846.833266556263,690,8.153592586517334
9815.166668474674,832,11.15523910522461
1031.0918990969658,91,11.575237512588501
9854.16661810875,657,13.948458433151245
9701.333311617374,1344,18.74061369895935
9457.944384753704,2440,27.771648406982422
645.9738566279411,72,28.068601608276367
9825.666605591774,785,31.031514644622803
3629.2158398628235,380,32.47865271568298
9660.111044764519,1530,38.71038103103638
647.8709896206856,69,38.9896605014801
649.7681248188019,73,39.282328367233276
9783.277736544609,976,42.6431770324707
9865.66662400961,605,44.820685148239136
3663.3642313480377,330,45.992308139801025
1032.0404683351517,119,46.44960284233093
9849.499995827675,678,48.94440007209778
9836.777739346027,735,51.575116872787476
9871.611060857773,578,53.751389026641846
8109.295943796635,735,56.39377403259277
9809.166626572609,859,59.42328667640686
1061.4460396170616,1507,64.72518062591553
3638.7015104293823,522,66.71073150634766
3638.701503932476,322,67.91443586349487
9839.388855338097,723,70.51838421821594
3206.1551318764687,1036,74.37932777404785
9782.833324372768,978,77.78421998023987
5066.294249534607,440,79.35325646400452
1.0609626770019531e-05,1178,83.57529044151306
9809.99995213747,855,86.52731919288635
9485.333281815052,2316,94.33403730392456
9872.222161471844,575,96.3426833152771
9483.222187757492,2326,104.38799500465393
9809.999953985214,855,107.34287118911743
9851.722164690495,668,109.65361976623535
9498.444400250912,2257,117.00065088272095
9871.666617512703,578,118.88185143470764
5066.294249653816,440,120.32592821121216
5066.294249475002,440,121.78752827644348
9799.611099779606,902,124.69903182983398
9520.333271920681,2159,131.61403512954712
9674.111099541187,1467,136.3952419757843
9541.722213506699,2063,142.8027696609497
5066.294251978397,440,144.24530577659607
5071.0370826125145,440,145.68397760391235
9607.388849973679,1767,151.167706489563
9809.999943435192,855,153.88257098197937
5071.037078499794,448,155.3650405406952
9777.222227334976,1003,158.760981798172
9845.833275616169,694,161.14849019050598
9507.722184956074,2216,168.54683089256287
9772.666649401188,1023,172.01589965820312
9558.222163021564,1988,178.6917700767517
9809.944407403469,856,181.61458277702332
9542.944435119629,2057,188.48365688323975
9851.722167909145,668,190.80493140220642
9809.83332657814,856,193.72737216949463
9809.999969303608,855,196.66291642189026
9567.055538594723,1949,203.17512679100037
9582.611069500446,1879,209.48407793045044
9810.055519759655,855,212.42003679275513
9809.888868391514,856,215.57448649406433
9809.888870120049,856,218.68669056892395
9809.999950289726,855,222.044673204422
9809.72216463089,857,225.19763207435608
9851.72216629982,668,227.58763718605042
9872.333281338215,575,229.73465180397034
9809.999953210354,855,232.88786816596985
9809.944410145283,856,235.85712885856628
9485.388830065727,2316,243.58111381530762
9567.05553752184,1949,249.64246797561646
9783.166642010212,976,252.74798226356506
9809.444391548634,858,255.6007480621338
9684.055502176285,1422,260.1778964996338
9871.777742028236,577,262.20194387435913
9809.944410204887,856,265.1541304588318
9809.499954104424,858,268.098664522171
9821.388820111752,804,270.8721580505371
9871.777745723724,577,272.8858654499054
5066.294249653816,440,274.4358365535736
9871.499927222729,579,276.4773168563843
-6.556510925292969e-06,4500,291.3831989765167
9871.666604042053,578,293.40461230278015
9871.833270728588,577,295.40979170799255
9541.611050963402,2063,302.343154668808
9776.88885909319,1004,305.5332474708557
9566.999944865704,1949,311.83293890953064
9777.222186148167,1003,315.09524416923523
9494.055485606194,2277,322.70720052719116
9773.777762591839,1018,326.11540389060974
9505.16661643982,2227,333.37027859687805
5066.29424983263,440,334.8257312774658
9772.333328485489,1025,338.1859652996063
9871.555514514446,578,340.09925532341003
9809.944411575794,856,343.26388025283813
9673.7221814394,1469,348.2287392616272
9809.499957621098,858,351.1946613788605
9809.388896644115,858,354.15682649612427
5066.294249713421,440,355.712126493454
9809.388866126537,858,358.6565566062927
5066.294250130653,440,360.2176504135132
9790.61109316349,943,363.43160939216614
9617.166651666164,1723,368.9914755821228
9816.166652679443,828,371.7486877441406
9636.944383203983,1634,376.9268159866333
9809.83332568407,856,379.8718423843384
9871.444369316101,579,381.84087657928467
9809.999957084656,855,384.56800961494446
7731.766418457031,981,387.88064432144165
9809.888865828514,856,390.8241684436798
9871.611037313938,578,392.7964050769806
9542.888867139816,2057,399.7282600402832
9773.333331346512,1020,403.22817373275757
9851.72216308117,668,405.53871417045593
9809.722168147564,857,408.5012035369873
9677.111075997353,1453,413.427734375
9809.99995213747,855,416.38355588912964
9872.222183704376,575,418.402464389801
9554.888859808445,2003,424.9014003276825
9835.833270728588,739,427.38027691841125
9809.944391787052,856,430.210444688797
9871.777722358704,577,432.08730959892273
9851.666621685028,668,434.21013140678406
9673.666607379913,1469,439.24447298049927
9689.611061811447,1397,443.9971764087677
1.8775463104248047e-05,4500,458.8593978881836
9466.277701318264,2402,466.9900007247925
9810.055518388748,855,469.76310682296753
9851.666631877422,668,471.9279749393463
9733.333310127258,1200,475.76123452186584
9772.77776837349,1023,479.262464761734
5066.294250130653,440,480.82378482818604
9809.444391548634,858,483.77267622947693
9461.333273410797,2424,491.66892170906067
9673.722164392471,1469,496.59483575820923
9872.444408476353,574,498.8228178024292
9821.388877928257,804,501.87763118743896
9871.999976038933,576,504.0344913005829
5066.2942489385605,440,505.68430638313293
9809.833310306072,856,508.8212902545929
5071.0370834469795,440,510.39498567581177
9800.722182571888,897,513.4745573997498
9872.166616976261,576,515.520325422287
9790.388829648495,944,518.7709081172943
9851.722167372704,668,521.0908575057983
9673.611051023006,1469,526.0906946659088
9481.222179532051,2335,533.48890376091
9635.666616618633,1640,538.6051239967346
9809.944415032864,856,541.4526879787445
9872.888867855072,572,543.415105342865
9583.722160220146,1874,549.6077389717102
9871.611036419868,578,551.7334678173065
5071.037083089352,440,553.3086905479431
5066.294249475002,440,554.8730630874634
9809.999970078468,855,557.8114216327667
9460.72217732668,2427,565.8318963050842
9555.333308279514,2001,572.3506109714508
9783.888839423656,973,575.6558017730713
9809.999953985214,855,578.6203019618988
9607.111106216908,1768,586.2409625053406
9821.388837516308,804,589.6571924686432
9851.666625261307,668,592.0447204113007
9483.833282530308,2323,600.3391273021698
9872.888828516006,572,602.3772792816162
9809.999956607819,855,605.3464186191559
-2.7418136596679688e-06,4500,7046.096504688263
9809.388873398304,858,7049.790201187134
9599.72216206789,1802,7057.049863100052
9510.166580736637,2205,7065.145090818405
9809.833324670792,856,7068.326731920242
9871.722185611725,578,7070.423077106476
9851.722187161446,668,7073.383754730225
9810.055513620377,855,7076.662899017334
9508.333294510841,2213,7085.096490383148
9670.666605889797,1482,7090.767219781876
9809.999951899052,855,7097.196024179459
