r,l,t
3635.855800628662,370,1.8170759677886963
4223.967096865177,4500,21.6465802192688
3635.8558008670807,369,23.357138633728027
4223.967097520828,4500,45.41052293777466
3642.495767533779,369,47.27229070663452
4223.9670971632,4500,68.31244468688965
4223.967099368572,4500,91.25365900993347
4223.967097580433,4500,113.31172490119934
3646.290034353733,370,115.16972374916077
3635.8558018803596,369,117.18554139137268
4223.967099130154,4500,137.88745379447937
4223.9670994877815,4500,158.02100205421448
3642.4957678318024,369,159.98554825782776
3642.4957678318024,369,161.7423722743988
4223.967097997665,4500,181.9849395751953
4223.9670968055725,4500,202.7969629764557
3635.8558018803596,369,204.4598023891449
5100.4426374435425,4500,223.78299570083618
4223.9670996665955,4500,243.82534670829773
4223.967098593712,4500,263.6068329811096
4223.967098414898,4500,285.38276076316833
4223.967097103596,4500,305.47691226005554
4223.967097401619,4500,325.34291434288025
4223.96709895134,4500,345.6668384075165
5095.699804186821,4500,365.9085340499878
3642.4957678318024,369,367.739844083786
4223.9670996665955,4500,388.28050541877747
4223.967097878456,4500,407.9078197479248
3646.2900342941284,370,409.7004017829895
5095.699803233147,4500,429.7019271850586
3646.2900341153145,369,431.4088680744171
4223.96709895134,4500,451.2010111808777
5095.699804008007,4500,471.51258659362793
4223.967097878456,4500,491.3462471961975
4052.2765485048294,4500,510.6127429008484
4075.990713775158,4500,529.8910942077637
3639.650068283081,369,531.8336138725281
3825.5691239237785,4500,553.0791208744049
4223.967097699642,4500,572.5803506374359
3646.290035188198,369,574.3815832138062
4223.967098116875,4500,594.0011653900146
4223.967097461224,4500,613.9584283828735
4223.967098534107,4500,634.0827207565308
4223.96709728241,4500,653.4715189933777
3825.5691239237785,4500,673.111674785614
4223.9670997262,4500,693.2938551902771
3646.290034353733,370,695.0358624458313
3635.855801463127,369,696.9080920219421
4223.967097222805,4500,717.7422573566437
4223.967099249363,4500,737.8474929332733
4223.967099308968,4500,758.7533965110779
3646.290034532547,369,760.5748021602631
4223.9670996665955,4500,782.075617313385
4223.967097461224,4500,802.1536152362823
3642.4957684874535,369,804.0322525501251
3642.4957679510117,369,805.8114240169525
3639.650068283081,369,807.6753153800964
4223.967099547386,4500,829.4661231040955
3642.4957678318024,369,831.6849048137665
3635.855801284313,369,833.8194105625153
3646.2900342941284,370,836.5697042942047
4223.967096865177,4500,857.9861922264099
4223.967097759247,4500,877.646776676178
3642.4957678318024,369,879.4209554195404
4223.967097759247,4500,900.4560787677765
4147.133202970028,371,902.2528314590454
4223.967099249363,4500,922.5985760688782
4223.967097342014,4500,942.5529358386993
4223.967097043991,4500,961.7793872356415
4223.967096984386,4500,981.8719573020935
4223.967099547386,4500,1001.8259387016296
