Timesteps,Total_Score
36097,485.6661071777344
36094,71.14249616861343
36098,412.6264778971672
36097,241.88448697328568
36094,89.16526186466217
36094,729.4477272033691
36103,468.5919105410576
11566,628.8996661901474
36098,726.6020250320435
11053,569.1399694681168
36098,722.8077583312988
36094,-6.556510925292969e-07
36094,30.354132294654846
