r,l,t
1031.0918982028961,92,0.32379865646362305
3631.1129722595215,393,1.7220768928527832
3635.8558002710342,289,2.7262656688690186
1032.0404646992683,88,3.064100742340088
1031.0918972492218,92,3.414565086364746
3638.701498091221,302,4.464523553848267
3642.4957785606384,348,5.66818380355835
4248.629839897156,406,7.059964895248413
9334.833278894424,2994,17.20871329307556
9413.111051797867,2641,26.668972969055176
9811.722186028957,848,30.04407811164856
9765.777704775333,1054,33.786038398742676
9663.388868033886,1515,39.24073576927185
9413.166633486748,2641,48.39796733856201
9749.888837695122,1126,52.50555992126465
9413.77773398161,2638,62.12773299217224
9380.499940872192,2788,71.72015285491943
9412.888867139816,2642,80.76056027412415
9583.388854384422,1875,87.21410894393921
9413.388879656792,2640,96.03607630729675
9765.833314180374,1054,99.68918037414551
9521.111076295376,2155,106.87237572669983
9741.33330577612,1164,110.86397075653076
9763.166608452797,1066,114.60373520851135
5066.294248700142,502,116.37776231765747
9675.611026346684,1460,121.33375716209412
9751.055530011654,1121,125.10889291763306
9811.777765929699,847,127.97439551353455
9624.499945163727,1690,133.70324993133545
9720.388852834702,1259,138.1236982345581
9662.333312153816,1520,143.32758164405823
9642.055493295193,1611,148.7296895980835
9432.055520534515,2556,156.99195170402527
9741.38886320591,1164,160.81494975090027
9636.999987363815,1634,166.25350642204285
9438.666613817215,2526,174.86876702308655
9579.444380223751,1893,181.474214553833
9675.777709841728,1459,186.47879242897034
9642.444393157959,1609,192.01453399658203
9629.222185313702,1669,197.6250400543213
9790.055516779423,945,200.78508138656616
9719.77773976326,1261,204.88522100448608
9803.2777338624,886,207.80653619766235
8109.2959202528,879,210.76207852363586
