l,t
1000,3.894714593887329
2000,7.624170303344727
3000,11.385808944702148
4000,15.00259780883789
5000,18.731096267700195
6000,22.822566270828247
7000,26.75602960586548
8000,30.678435802459717
9000,34.341728925704956
10000,38.645240783691406
11000,42.31457161903381
12000,45.88403391838074
13000,49.46631145477295
14000,53.27575445175171
15000,57.20507740974426
16000,60.87683868408203
17000,64.78365015983582
18000,68.62735891342163
19000,72.62356495857239
20000,76.7431161403656
21000,80.56189823150635
22000,84.34057092666626
23000,88.04970717430115
24000,91.89290571212769
25000,95.48341584205627
26000,99.20140194892883
27000,102.98694586753845
28000,106.83166813850403
29000,110.4698007106781
30000,113.99765467643738
31000,117.71274256706238
32000,121.39693689346313
33000,125.03931021690369
34000,128.64310836791992
35000,132.48800492286682
36000,136.89119577407837
37000,140.4083662033081
38000,144.4079933166504
39000,148.00194191932678
40000,151.7980136871338
41000,155.406254529953
42000,159.17501044273376
43000,163.06059980392456
44000,167.0142879486084
45000,171.00057125091553
46000,174.6024944782257
47000,178.07202172279358
48000,181.64488196372986
49000,185.18958187103271
50000,188.97517848014832
51000,192.4314000606537
52000,196.04262351989746
53000,199.54359006881714
54000,203.6890254020691
55000,207.59799146652222
56000,210.95857954025269
57000,214.28843021392822
58000,217.37920761108398
59000,221.04715514183044
60000,224.75813579559326
61000,228.15705013275146
62000,231.48277354240417
63000,234.7265977859497
64000,238.514746427536
65000,243.45864033699036
66000,247.15111184120178
67000,250.5398006439209
68000,253.82287049293518
69000,257.4102339744568
70000,261.0569989681244
71000,265.07832431793213
72000,268.56703901290894
73000,271.93264174461365
74000,275.55301427841187
75000,279.53892254829407
76000,283.1272087097168
77000,286.45633912086487
78000,289.84193420410156
79000,293.3399193286896
80000,296.83448243141174
81000,299.99973130226135
82000,303.2860405445099
83000,306.5750787258148
84000,310.20007824897766
85000,313.57045435905457
86000,316.98391938209534
87000,320.6288866996765
88000,324.0166766643524
89000,327.7562873363495
90000,331.4422924518585
91000,335.13437366485596
92000,338.6826877593994
93000,342.2260088920593
94000,346.2406544685364
95000,349.83001732826233
96000,353.38284182548523
97000,356.85667395591736
98000,360.4033944606781
99000,363.9552495479584
100000,367.5699300765991
101000,371.2423415184021
102000,374.79415225982666
103000,378.5891559123993
104000,382.2498822212219
105000,385.7138214111328
106000,389.0591974258423
107000,392.3140606880188
108000,395.601943731308
109000,399.14360070228577
110000,402.74031472206116
111000,406.51914954185486
112000,409.9031629562378
113000,413.2132420539856
114000,416.56641459465027
115000,419.91419506073
116000,423.7022626399994
117000,427.53101992607117
118000,431.2127568721771
119000,434.9077401161194
120000,438.84122586250305
121000,442.4919059276581
122000,446.13329005241394
123000,449.96395087242126
124000,453.7391583919525
125000,457.26842212677
126000,460.5589566230774
127000,463.84611535072327
128000,467.0821478366852
129000,470.79462790489197
130000,475.4162166118622
131000,479.1858479976654
132000,482.9078586101532
133000,486.92301297187805
134000,490.76960253715515
135000,494.4316442012787
136000,497.78426861763
137000,501.4160485267639
138000,504.7444415092468
139000,507.98884892463684
140000,511.2190387248993
141000,514.5402038097382
142000,518.2223613262177
143000,521.6844124794006
144000,525.1745932102203
145000,528.8975539207458
146000,532.8053374290466
147000,536.369704246521
148000,539.7527222633362
149000,543.1488218307495
150000,546.436635017395
151000,550.059711933136
152000,553.6441488265991
153000,557.1862604618073
154000,560.7573380470276
155000,564.3175406455994
156000,567.7501769065857
157000,571.0539951324463
158000,574.453372001648
159000,577.7199196815491
160000,581.4282929897308
161000,585.2108290195465
162000,589.1570587158203
163000,592.5612950325012
164000,595.9038202762604
165000,598.9673871994019
166000,602.3594703674316
167000,605.8925628662109
168000,609.2649443149567
169000,612.3793623447418
170000,615.5590100288391
171000,619.1348900794983
172000,622.5530784130096
173000,626.0551769733429
174000,629.5957086086273
175000,633.5115916728973
176000,637.6950960159302
177000,643.5561780929565
178000,647.430694103241
179000,651.0858600139618
180000,654.868861913681
181000,658.5395712852478
182000,662.136292219162
183000,666.0876045227051
184000,669.9940357208252
185000,673.6806576251984
186000,677.3694458007812
187000,680.7429432868958
188000,684.1677899360657
189000,687.7410643100739
190000,691.2087197303772
191000,694.712254524231
192000,698.2963387966156
193000,702.0190029144287
194000,705.5932924747467
195000,709.3430542945862
196000,712.9269206523895
197000,716.5834722518921
198000,720.3975141048431
199000,724.1421985626221
200000,727.9450929164886
201000,731.6588668823242
202000,735.4282732009888
203000,739.3202888965607
204000,744.0092830657959
205000,747.4707686901093
206000,751.1055076122284
207000,754.7529535293579
208000,758.5662677288055
209000,762.105064868927
210000,765.6123769283295
211000,768.7416017055511
212000,772.0014207363129
213000,775.5470750331879
214000,778.9508829116821
215000,782.5128750801086
216000,786.1577439308167
217000,789.9150731563568
218000,793.7868447303772
219000,797.2072749137878
220000,800.6158668994904
221000,803.9247031211853
222000,807.4813997745514
223000,810.9773614406586
224000,814.2801690101624
225000,817.5529065132141
226000,820.8932259082794
227000,824.5349519252777
228000,828.187726020813
229000,831.7330532073975
230000,835.1938655376434
231000,838.799782037735
232000,842.2553954124451
233000,845.7611870765686
234000,849.4244952201843
235000,853.37752866745
236000,857.0890955924988
237000,860.7694971561432
238000,864.2702927589417
239000,867.7097148895264
240000,870.9051342010498
241000,874.1047394275665
242000,877.6238043308258
243000,880.9390544891357
244000,884.3244059085846
245000,887.8474247455597
246000,891.3553426265717
247000,894.6740789413452
248000,898.26784324646
249000,901.9695904254913
250000,905.3932046890259
251000,908.4826397895813
252000,911.4709792137146
253000,914.4594242572784
254000,917.7738029956818
255000,921.5085668563843
256000,925.2513802051544
257000,928.7034723758698
258000,932.1027095317841
259000,935.5793991088867
260000,939.1727502346039
261000,943.1622641086578
262000,946.626891374588
263000,950.212619304657
264000,953.8062717914581
265000,957.3506224155426
266000,961.68217253685
267000,965.2588210105896
268000,968.9493534564972
269000,972.7144258022308
270000,976.0730774402618
271000,979.7879903316498
272000,983.6470105648041
273000,987.0632255077362
274000,990.3013439178467
275000,993.6818370819092
276000,997.1900508403778
277000,1000.7063992023468
278000,1004.3804666996002
279000,1007.8991112709045
280000,1011.3649094104767
281000,1014.7295279502869
282000,1018.1935024261475
283000,1021.8009617328644
284000,1025.5033028125763
285000,1029.2011716365814
286000,1033.5622644424438
287000,1037.0889806747437
288000,1041.055926322937
289000,1044.8495588302612
290000,1048.271544933319
291000,1051.7108225822449
292000,1055.5038545131683
293000,1059.6830899715424
294000,1063.5480692386627
295000,1067.894050359726
296000,1072.947671175003
297000,1076.6893692016602
298000,1079.990832567215
299000,1083.2248771190643
300000,1086.494376897812
301000,1090.0472617149353
302000,1093.7005684375763
303000,1097.550395488739
304000,1101.209368944168
305000,1104.9515223503113
306000,1108.5651433467865
307000,1112.16854596138
308000,1115.8087003231049
309000,1119.3000156879425
310000,1122.9191250801086
311000,1126.6368873119354
312000,1130.359284877777
313000,1134.1868033409119
314000,1137.9271688461304
315000,1141.2867360115051
316000,1144.8318123817444
317000,1148.6001732349396
318000,1152.4442086219788
319000,1156.233768939972
320000,1160.7668364048004
321000,1164.5664381980896
322000,1167.9019601345062
323000,1171.1858162879944
324000,1174.421769618988
325000,1177.8220527172089
326000,1181.3254616260529
327000,1185.0375020503998
328000,1188.5343701839447
329000,1191.953708410263
