loss
349.2151794433594
105.84072875976562
856.16796875
805.7830200195312
2209.98828125
685.6578369140625
974.8449096679688
155.79934692382812
152.43057250976562
10.666069984436035
58.48701858520508
2870.787109375
2.699265241622925
493.2507629394531
2.6370439529418945
566.07763671875
631.3771362304688
494.48675537109375
281.94091796875
220.1821746826172
646.1343383789062
502.97003173828125
1785.730224609375
5440.3544921875
10058.412109375
5917.0693359375
1818.1859130859375
5622.234375
6238.423828125
7701.01318359375
745.4208374023438
167.01657104492188
9945.361328125
14.970968246459961
4050.759765625
12013.244140625
208756.015625
21404.07421875
231336.953125
231377.953125
169.57559204101562
6913.54052734375
152536.828125
3473.03271484375
122807.2265625
326.52154541015625
81282.171875
134058.0
146393.828125
44058.4765625
21184.96875
86417.1875
955878.25
88950.1171875
3167.70361328125
1006447.75
59556.43359375
18902.9375
1642476.875
1522836.75
7030.220703125
718815.75
95804.609375
9642.595703125
82996.578125
210816.28125
343786.90625
414629.84375
47698.2734375
30173.2109375
358797.0
2182017.0
202595.921875
25833.63671875
3455193.75
5742365.0
2156463.25
183839.765625
109711.578125
5544338.0
1354143.0
426971.5
660839.9375
21862096.0
15349793.0
26911672.0
37875640.0
49322792.0
3183985.5
8570342.0
4708946.0
1039867712.0
1118116224.0
8639680.0
336005536.0
49000552.0
140114240.0
3678855.0
4721429.0
184415808.0
1252623232.0
43715528.0
58870292.0
7120875.0
72348864.0
1004248576.0
16837440.0
26631954.0
13489685.0
1391272064.0
15568158.0
32442184.0
966760384.0
37097268.0
121621680.0
685846144.0
782754240.0
33560184.0
125423816.0
1861321344.0
131640088.0
786563008.0
1690960384.0
1607314560.0
2325066.75
84859096.0
478882432.0
158629808.0
333832288.0
3048972032.0
48151632.0
413649504.0
2336209920.0
2227837184.0
323585280.0
1537277184.0
93947528.0
1991614208.0
4824286208.0
1177742080.0
453572032.0
458865664.0
361303168.0
11235311616.0
306297184.0
4300989952.0
11696527360.0
79856432.0
1291904384.0
595923776.0
90432978944.0
21403398144.0
19232983040.0
13946399744.0
152403872.0
2035450496.0
75835662336.0
387070752.0
33442619392.0
2021538816.0
3916150272.0
2906463488.0
1248918528.0
1734640384.0
711602368.0
3163920128.0
2418159360.0
6470822912.0
16700430336.0
26471063552.0
5364630016.0
1577765504.0
1734619648.0
311631680.0
12981481472.0
5675555840.0
10370412544.0
15690583040.0
3947929600.0
1504817024.0
34714578944.0
5158628352.0
131214966784.0
19486556160.0
120624824320.0
89801187328.0
108427214848.0
13428524032.0
422295633920.0
6022689280.0
25834545152.0
513035665408.0
48079269888.0
149261729792.0
80377536512.0
7125798400.0
618536239104.0
12604650496.0
34501996544.0
13888020480.0
104661991424.0
8121076224.0
812782720.0
