loss
1.9734352827072144
0.4270838499069214
2604.330078125
1755.616455078125
455.80718994140625
29.905414581298828
992.3773193359375
1960.327880859375
1521.083740234375
702.1728515625
1018.2288208007812
536.4271850585938
1898.6419677734375
0.6210767030715942
1.0617777109146118
1036.39111328125
2439.32958984375
2242.94287109375
1193.02734375
4672.10888671875
459.80780029296875
1053.29248046875
2618.411865234375
3190.42919921875
4129.67822265625
206.21026611328125
130.1663360595703
5357.306640625
954.7308349609375
493.73590087890625
292.4841003417969
3892.90869140625
2438.216552734375
112.57333374023438
2574.694580078125
1272.474609375
825.696533203125
71.93316650390625
149.71768188476562
35225.37109375
30.241840362548828
35970.93359375
503.3646545410156
7124.9404296875
176.65414428710938
2746.1904296875
3407.639404296875
2107.31396484375
918.1353759765625
10248.376953125
82519.8359375
70131.8515625
18760.703125
1302.22900390625
10563.412109375
49097.5
277049.96875
26831.611328125
159168.234375
38365.078125
87112.796875
29221.0390625
9626883.0
5803.60009765625
10060657.0
21792.83984375
10671409.0
1876765.125
1849769.75
11196205.0
11048012.0
15986486.0
10176012.0
16244150.0
20997984.0
107057.7265625
46405.05859375
22139732.0
22301834.0
591121.625
14746168.0
2083954.0
20895614.0
3163440.75
10082982.0
5821626.5
43436656.0
12116954.0
3225803.5
146554112.0
82101720.0
32790324.0
4959443.5
3551827.5
420331264.0
6723108.5
1541401.125
12139233.0
345743808.0
231164048.0
145811184.0
124884800.0
1835618.125
148341008.0
6761557.5
36186920.0
85615616.0
267627968.0
67741216.0
495206400.0
854332416.0
21355024.0
29759480.0
218002848.0
396821952.0
398688256.0
263257712.0
638149504.0
11336432.0
470552416.0
86776000.0
171499008.0
2239450880.0
2239535616.0
1946928256.0
1839691904.0
4813358080.0
6299538944.0
1775297792.0
226780496.0
14097037312.0
333350080.0
3573759488.0
3088450560.0
9105527808.0
1203056640.0
3400291840.0
2664023552.0
19215511552.0
831935424.0
50794979328.0
3511159808.0
905763840.0
137499072.0
316743648.0
829921472.0
1241146880.0
145933152.0
11877704704.0
34791034880.0
2676237568.0
13961742336.0
985158400.0
325297856.0
8933809152.0
2355286784.0
1040660416.0
5966581248.0
1106271232.0
7679397376.0
14776867840.0
4695606272.0
13999721472.0
565036736.0
4137576960.0
3885991168.0
21659680768.0
3031332352.0
54863912960.0
14210847744.0
10618933248.0
9787535.0
870216832.0
60179738624.0
14866601984.0
50373001216.0
21178433536.0
91204542464.0
12199311360.0
34225297408.0
115466371072.0
136249090048.0
2136222976.0
167234732032.0
12756604928.0
46206713856.0
71057285120.0
43004710912.0
165920604160.0
141792673792.0
91885109248.0
145205706752.0
105107980288.0
220213624832.0
293243977728.0
166480265216.0
581282234368.0
258456223744.0
159221809152.0
123511136256.0
131502407680.0
36344320000.0
10076654592.0
891812511744.0
1123423617024.0
818254053376.0
176007200768.0
15700381696.0
