l,t
1000,3.78570818901062
2000,7.737812757492065
3000,11.506380558013916
4000,15.123515367507935
5000,18.662062168121338
6000,22.668325185775757
7000,26.322309255599976
8000,30.04667067527771
9000,33.58176398277283
10000,37.269880056381226
11000,41.04846787452698
12000,44.59438347816467
13000,48.05394768714905
14000,51.63768458366394
15000,55.163870334625244
16000,58.525799036026
17000,61.85720205307007
18000,65.17733693122864
19000,68.59402441978455
20000,72.0924174785614
21000,75.4430480003357
22000,79.18728470802307
23000,82.6805968284607
24000,86.2418065071106
25000,89.87224507331848
26000,93.24077320098877
27000,96.58990859985352
28000,100.09421396255493
29000,103.71198081970215
30000,107.25740361213684
31000,110.61834239959717
32000,114.0414125919342
33000,117.377614736557
34000,120.95429801940918
35000,124.54609847068787
36000,128.055903673172
37000,131.68613481521606
38000,135.18335127830505
39000,138.5902099609375
40000,142.05686616897583
41000,145.47974371910095
42000,149.0476632118225
43000,152.63861203193665
44000,156.22110414505005
45000,159.84318041801453
46000,163.49237036705017
47000,166.87438035011292
48000,170.34189820289612
49000,173.81627798080444
50000,177.56060004234314
51000,181.5182011127472
52000,184.9558446407318
53000,188.41122174263
54000,191.80459666252136
55000,195.29253220558167
56000,198.8363242149353
57000,202.5343132019043
58000,206.02967381477356
59000,209.3710277080536
60000,212.76668167114258
61000,216.051043510437
62000,219.33596849441528
63000,222.9264907836914
64000,226.18145990371704
65000,229.6184856891632
66000,232.91318154335022
67000,236.34024167060852
68000,239.6212604045868
69000,243.0178678035736
70000,246.6800980567932
71000,250.23287177085876
72000,253.84748482704163
73000,257.6610908508301
74000,261.2814681529999
75000,264.93319845199585
76000,268.32152915000916
77000,271.6620523929596
78000,274.9761531352997
79000,278.3167712688446
80000,281.934855222702
81000,285.59962224960327
82000,289.13695526123047
83000,292.7752342224121
84000,296.3099904060364
85000,299.67850708961487
86000,302.9945070743561
87000,306.41327571868896
88000,310.2717773914337
89000,313.978018283844
90000,317.79037523269653
91000,321.26396226882935
92000,324.9807081222534
93000,328.28194665908813
94000,331.9079728126526
95000,335.4022550582886
96000,338.71221685409546
97000,341.86566829681396
98000,345.0256235599518
99000,348.45771956443787
100000,351.80974769592285
101000,355.0854597091675
102000,358.54310631752014
103000,362.0915150642395
104000,365.54097175598145
105000,369.3000268936157
106000,373.1062202453613
107000,376.6768021583557
108000,380.4123201370239
109000,384.07040095329285
110000,387.3825047016144
111000,390.7640805244446
112000,394.0174732208252
113000,397.35633158683777
114000,400.9407043457031
115000,404.3137626647949
116000,407.5930001735687
117000,410.7157678604126
118000,414.07380628585815
119000,417.53012895584106
120000,420.8006901741028
121000,424.2033441066742
122000,427.392813205719
123000,430.70543575286865
124000,434.01329350471497
125000,437.48120307922363
126000,441.0680801868439
127000,444.7835545539856
128000,448.42215371131897
129000,452.2884273529053
130000,455.754763841629
131000,459.20509004592896
132000,462.7469894886017
133000,466.30526208877563
134000,469.90933299064636
135000,473.46837043762207
136000,477.02634835243225
137000,480.610475063324
138000,484.16450548171997
139000,487.8160967826843
140000,491.2656419277191
141000,494.846195936203
142000,498.4035620689392
143000,501.99616980552673
144000,505.4983751773834
145000,508.9964575767517
146000,512.5097317695618
147000,515.9913544654846
148000,519.610077381134
149000,523.1263651847839
150000,526.7205445766449
151000,530.4008355140686
152000,533.9395542144775
153000,537.4596474170685
154000,541.0606617927551
155000,544.6286325454712
156000,548.2026209831238
157000,551.901566028595
158000,555.7334251403809
159000,559.2982635498047
160000,562.9602811336517
161000,566.5453963279724
162000,570.2755129337311
163000,573.8958561420441
164000,577.1528823375702
165000,580.4701356887817
166000,583.7099587917328
167000,587.2580978870392
168000,590.7910947799683
169000,594.3190386295319
170000,597.9170823097229
171000,601.1366333961487
172000,604.3524653911591
173000,607.4935717582703
174000,610.7745668888092
175000,614.2346863746643
176000,617.7490663528442
177000,621.058210849762
178000,624.4329478740692
179000,628.0470173358917
180000,631.6041717529297
181000,635.1339030265808
182000,638.7055113315582
183000,642.2214734554291
184000,645.7901492118835
185000,649.325318813324
186000,652.7691721916199
187000,656.3066353797913
188000,659.8149085044861
189000,663.332503080368
190000,666.933055639267
191000,670.4762997627258
192000,674.1278696060181
193000,677.7158706188202
194000,681.3424699306488
195000,684.7413475513458
196000,688.0616912841797
197000,691.6660277843475
198000,695.2512452602386
199000,698.8599634170532
200000,702.4216821193695
201000,706.064014673233
202000,709.618189573288
203000,713.1911630630493
204000,716.956707239151
205000,720.5426959991455
206000,724.4972922801971
207000,728.1231033802032
208000,731.7717607021332
209000,735.5057103633881
210000,739.1009275913239
211000,742.9134163856506
212000,746.4531037807465
213000,750.0625984668732
214000,753.6241285800934
215000,757.3447489738464
216000,761.0249733924866
217000,764.4893774986267
218000,767.7398788928986
219000,771.0271458625793
220000,774.6095876693726
221000,778.2373359203339
222000,781.4404497146606
223000,784.5349016189575
224000,787.6980104446411
225000,791.0930242538452
226000,794.8447988033295
227000,798.6086192131042
228000,802.237771987915
229000,805.866391658783
230000,809.376761674881
231000,812.8536062240601
232000,816.244898557663
233000,819.3231866359711
234000,822.4154224395752
235000,825.5216405391693
236000,828.9065520763397
237000,832.2521033287048
238000,835.5657954216003
239000,838.8380975723267
240000,842.3587126731873
241000,845.8487019538879
242000,849.3079915046692
243000,852.810494184494
244000,856.4231004714966
245000,860.0106446743011
246000,863.3582644462585
247000,866.5692002773285
248000,869.812305688858
249000,873.284422159195
250000,877.0939583778381
251000,880.8975896835327
252000,884.7336459159851
253000,888.3930778503418
254000,891.7944769859314
255000,895.1163756847382
256000,898.5827193260193
257000,902.0263540744781
258000,905.5970978736877
259000,909.1359655857086
260000,912.891236782074
261000,916.6197981834412
262000,920.171270608902
263000,923.9000186920166
264000,927.6334631443024
265000,931.2450420856476
266000,934.7082049846649
267000,938.1443774700165
268000,941.6700828075409
269000,945.2634422779083
270000,948.7429082393646
271000,952.3869869709015
272000,956.0136528015137
273000,959.5287153720856
274000,962.6763231754303
275000,965.788801908493
276000,969.0097739696503
277000,972.2446112632751
278000,975.9021475315094
279000,979.2327032089233
280000,982.6294360160828
281000,985.8035762310028
282000,989.3182396888733
283000,993.0061526298523
284000,996.6264345645905
285000,1000.2408952713013
286000,1003.5938143730164
287000,1007.2119348049164
288000,1010.7490699291229
289000,1014.2159695625305
290000,1017.6111941337585
291000,1021.0942063331604
292000,1024.8058590888977
293000,1028.4082939624786
294000,1031.9171152114868
295000,1035.3251962661743
296000,1038.8192105293274
297000,1042.42537856102
298000,1046.1591534614563
299000,1049.6019661426544
300000,1053.1758830547333
301000,1056.5660519599915
302000,1060.1128723621368
303000,1063.5231499671936
304000,1067.05997300148
305000,1070.7012445926666
306000,1074.1908249855042
307000,1077.81312417984
308000,1081.1295425891876
309000,1084.4535455703735
310000,1087.7433416843414
311000,1091.0893630981445
312000,1094.197294473648
313000,1097.7506654262543
314000,1101.2248148918152
315000,1104.7067048549652
316000,1107.9139778614044
317000,1111.2860686779022
318000,1114.7115712165833
319000,1118.0429322719574
320000,1121.4333865642548
321000,1124.9339954853058
322000,1128.309455871582
323000,1131.8380827903748
324000,1135.0722529888153
325000,1138.5006449222565
326000,1142.2434158325195
327000,1145.7931642532349
328000,1149.3137755393982
329000,1152.7971472740173
330000,1156.2098560333252
331000,1159.6238033771515
332000,1163.0445594787598
333000,1166.6580965518951
334000,1170.4158046245575
335000,1174.069228887558
336000,1177.5166327953339
337000,1181.2022850513458
338000,1184.8421247005463
339000,1188.5397725105286
340000,1191.9771928787231
341000,1195.088779449463
