r,l,t
3629.2158473730087,374,1.3953626155853271
9833.222192764282,751,4.252520322799683
3638.701503098011,301,5.41720724105835
1031.0918972492218,92,5.794818639755249
643.1281602978706,67,6.103691577911377
1028.2462010383606,92,6.468764781951904
3635.855798482895,339,7.810437440872192
3635.8558027744293,429,9.390771865844727
644.0767257213593,73,9.693422794342041
3646.290036559105,353,10.995889902114868
9841.166604876518,715,13.627623081207275
3632.0615400075912,765,16.318286657333374
3632.0615404248238,348,17.554070949554443
9855.055475115776,653,19.954954147338867
3646.2900280356407,367,21.37382173538208
9522.05552971363,2151,29.46859335899353
3644.392906367779,469,31.199273586273193
9753.111084342003,1111,35.18278908729553
650.7166899442673,66,35.46269488334656
9846.777762413025,690,38.0546350479126
9358.444374918938,2887,48.369155168533325
647.8709896206856,69,48.64715027809143
2213.95445728302,207,49.39753270149231
3296.2689493894577,959,52.78723978996277
3.337860107421875e-06,4500,67.95322060585022
3642.495773971081,369,69.28062534332275
2203.5202273726463,1018,72.77944493293762
9752.77777761221,1113,76.64932751655579
9753.055554568768,1112,80.66704797744751
9806.888869464397,869,83.80040526390076
9.953975677490234e-06,4500,99.34877109527588
4243.8869987130165,375,100.79106712341309
9737.77778828144,1180,104.98791432380676
9559.555491447449,1982,111.79835176467896
9534.388841986656,2096,118.89995527267456
3635.855803191662,367,120.22952032089233
3642.4957795143127,431,121.81555962562561
9650.888860464096,1571,127.34242105484009
9829.944432675838,766,130.11480116844177
1.1324882507324219e-06,4500,145.7447648048401
9740.499990999699,1168,149.9031322002411
3646.290045917034,432,151.45745396614075
7719.435045361519,1577,157.15057945251465
3638.7015131115913,431,158.73566269874573
9763.22215950489,1066,162.46849703788757
9763.22219824791,1066,166.20799493789673
9764.222213029861,1061,169.86069655418396
2967.1163407564163,1303,174.4688537120819
9806.777765393257,870,177.7614550590515
2.205371856689453e-05,4500,193.6491105556488
9611.99995148182,1746,199.87337398529053
3639.65007352829,363,201.23528265953064
8.52346420288086e-06,4500,216.55263257026672
3748.7352133989334,3015,226.76156044006348
3646.290035843849,412,228.1724660396576
1.1920928955078125e-06,4500,243.3166048526764
3642.4957749843597,431,244.8935534954071
3300.0632192492485,1377,249.81195092201233
9808.33330720663,863,252.95293259620667
3638.701508820057,339,254.1955909729004
4340.64080375433,443,255.95461583137512
9860.22219747305,629,258.2671618461609
9824.944387793541,788,261.08921360969543
9860.277717113495,629,263.39738726615906
7.271766662597656e-06,4500,278.6154992580414
9826.833310008049,780,281.4273250102997
3646.290037870407,511,283.2497193813324
9819.666614592075,812,286.2683835029602
3298.1660843491554,856,289.29077672958374
9855.111075162888,652,291.6589095592499
9.119510650634766e-06,4500,307.1406002044678
9747.166624426842,1138,311.47175192832947
9821.277762830257,805,314.477299451828
1.2993812561035156e-05,4500,330.5183222293854
1.8835067749023438e-05,4500,345.46243166923523
3294.3718159794807,1358,350.0610525608063
9792.77770358324,933,353.1937062740326
9837.833280265331,730,355.5887303352356
3639.650070130825,341,356.7898087501526
9801.88884395361,892,359.91157031059265
5068.191380083561,461,361.5373389720917
9887.222176373005,508,363.33622884750366
3022.133201479912,1224,367.62894201278687
3635.8558000922203,308,368.86771607398987
5068.191379547119,461,370.6449131965637
2987.984803676605,1214,375.11143469810486
3642.4957720041275,431,376.68212246894836
9852.888834357262,662,379.1220452785492
9852.444404959679,664,381.5835747718811
3.7550926208496094e-06,4500,396.69536566734314
4.649162292480469e-06,4500,411.73884296417236
9807.388865947723,867,414.7055170536041
3638.7014989852905,417,416.18719267845154
9.417533874511719e-06,4500,431.0501744747162
3126.4755420684814,1332,435.51236057281494
3642.495779633522,431,437.0075032711029
9504.999967098236,2228,445.1607041358948
9788.055573225021,954,448.6267795562744
3635.8558009266853,293,449.8192889690399
9644.055488049984,1602,455.5521273612976
9713.944408476353,1288,460.029226064682
4161.361713171005,443,461.6770739555359
9788.833339571953,951,464.99905586242676
2962.3735003471375,2019,472.148725271225
9821.166658699512,805,475.04336309432983
3635.8558092713356,421,476.5585536956787
4246.732706546783,455,478.2127809524536
9774.166677236557,1017,481.82485580444336
9836.166638374329,738,484.47533416748047
4338.743666827679,443,486.0443685054779
4340.640797197819,443,487.6644124984741
9712.277708768845,1295,492.19993686676025
4162.310274481773,443,493.80123710632324
4344.435062944889,443,495.39634561538696
9774.16665673256,1017,498.9869875907898
3642.495785474777,798,501.84782361984253
9626.611064851284,1681,507.7245349884033
4338.743663907051,443,509.32875514030457
3745.8895242214203,1923,516.0490436553955
9820.888864457607,806,518.9449791908264
9690.3333055377,1394,523.8763861656189
3642.4957779049873,494,525.6592471599579
4165.155973255634,443,527.2565851211548
4338.743665456772,443,528.942409992218
9842.277722895145,710,531.4623920917511
3646.290042102337,421,532.9637062549591
9710.777699112892,1302,537.5658473968506
9850.555530309677,673,539.9872467517853
9813.388830244541,840,542.9593677520752
9840.27776479721,719,545.54026055336
9799.722204744816,902,548.78049492836
3638.7015040516853,302,549.9028091430664
9840.722171664238,717,552.5910272598267
9798.38886576891,908,556.058801651001
2028.9839794635773,1116,560.0408301353455
3646.2900366187096,301,561.1385533809662
9818.888845205307,815,564.1191272735596
9840.277733683586,719,566.6898639202118
9839.388861298561,723,569.3542132377625
3.2842159271240234e-05,4500,584.5949611663818
9840.666631221771,717,587.1429147720337
9834.111048996449,747,589.8036749362946
3635.855805337429,302,590.8985426425934
9725.166661083698,1237,595.2678475379944
2.6464462280273438e-05,4500,609.9504027366638
7736.509260773659,653,612.206120967865
9840.666637182236,717,614.6953308582306
9837.277761757374,733,617.2890119552612
9795.111079394817,922,620.3214738368988
3300.0632268190384,1122,624.1138925552368
4250.526964962482,356,625.3378825187683
9844.833280980587,699,627.8930947780609
9840.277741134167,719,630.4061555862427
3294.3718376755714,1444,635.5856912136078
9852.222157120705,665,637.9677200317383
3639.650071322918,302,639.0461535453796
3635.85580432415,301,640.11865401268
3639.650077164173,944,643.4163150787354
9859.888837695122,631,645.6601645946503
9840.666616916656,717,648.1507098674774
2971.8591754436493,996,651.6454753875732
9843.61111241579,704,654.1149184703827
5070.088523209095,423,655.6349222660065
9840.555548012257,718,658.1609370708466
9840.611072182655,718,660.7078557014465
9798.611052572727,907,663.9043471813202
9840.666634559631,717,666.4561009407043
3296.2689611911774,1088,670.2917761802673
9801.94440805912,892,673.551456451416
5032.145853161812,453,675.2303671836853
3745.8895359039307,1004,678.8495688438416
9857.72218978405,641,681.1417315006256
9818.611087679863,817,683.9120171070099
9840.66667342186,717,686.3844680786133
3298.166093349457,1016,689.8656716346741
3298.166096806526,1024,693.5278506278992
9844.999990582466,698,696.0373635292053
9852.27774065733,665,698.4407603740692
9844.611052036285,700,700.8736355304718
9834.11105209589,747,703.607263803482
9794.944439888,923,706.9614267349243
9844.888839840889,698,709.4281408786774
3664.312811613083,989,712.9650304317474
3646.290036857128,301,714.1075308322906
9839.555536925793,722,716.7927463054657
9784.111065983772,972,720.2836015224457
9840.666659593582,717,723.1324758529663
9844.833280980587,699,725.7509303092957
9831.66663146019,758,728.5455300807953
9818.666618347168,816,731.4906504154205
9840.666666388512,717,734.1087911128998
3646.2900374531746,301,735.2785291671753
2971.8591849803925,979,738.7950482368469
9839.333308041096,723,741.5408635139465
9801.222224831581,895,744.8280491828918
9789.222185969353,949,748.2251386642456
3633.010107278824,315,749.3651180267334
9840.66661632061,717,751.9049019813538
9840.666613817215,717,754.501650094986
3633.0101039409637,315,755.7323167324066
9834.111086785793,747,758.4705166816711
2.3424625396728516e-05,4500,773.8855676651001
5067.24282348156,423,775.4680006504059
2.0325183868408203e-05,4500,790.1429085731506
9829.388902842999,768,792.8761911392212
5075.779923737049,423,794.5043683052063
3646.290037214756,301,795.6773014068604
9840.666623055935,717,798.3503406047821
3638.701504409313,302,799.4667732715607
9840.611065626144,718,802.0443255901337
9844.944399118423,698,804.5430533885956
3646.290036857128,301,805.6600880622864
9827.22219657898,778,808.430789232254
3176.7495609521866,1063,812.0967018604279
2.9802322387695312e-05,4500,826.452469587326
9843.61106979847,704,828.9203929901123
2.3305416107177734e-05,4500,844.0183832645416
3296.2689615488052,1016,847.6219191551208
9857.722208499908,641,849.8592338562012
9840.66665416956,717,852.3441460132599
3638.701504468918,302,853.4600059986115
3649.135736644268,398,854.9098563194275
2950.042165994644,976,858.3692452907562
2.8252601623535156e-05,4500,873.4747135639191
3646.2900378108025,301,874.6331644058228
9818.944411754608,815,877.7299466133118
9840.666613996029,717,880.4340071678162
9840.77776581049,717,883.0860900878906
9818.888866007328,815,886.2731626033783
8.106231689453125e-06,4500,901.6903858184814
9793.1666315794,931,905.0263335704803
3294.371820449829,1089,908.8755052089691
4247.68126475811,329,910.1231956481934
9840.27775913477,719,912.7883241176605
9813.38886398077,840,915.9084498882294
3301.011785209179,1087,919.8204209804535
9813.27770292759,841,922.9070146083832
9823.111095130444,796,925.9014568328857
5075.779919803143,423,927.485641002655
9839.666640460491,722,930.054773569107
3639.6500713825226,302,931.1837050914764
9840.61107546091,718,933.7514522075653
3298.16609954834,991,937.1179630756378
3630.1644079089165,345,938.3294720649719
9840.277762711048,719,940.8315830230713
9859.72217208147,632,943.0629825592041
3126.4755380749702,1038,946.7994031906128
3633.0101041197777,314,947.8665082454681
9818.833280265331,816,950.795467376709
7736.509262621403,652,953.1897058486938
3642.4957709908485,301,954.2699995040894
3646.2900378108025,301,955.3531587123871
5075.779922962189,423,956.8947668075562
4.827976226806641e-06,4500,971.3010907173157
3646.290037214756,301,972.4309115409851
9835.499991834164,741,975.1176743507385
9710.722196519375,1302,979.540744304657
3301.0117931365967,1930,985.8807301521301
9850.72217720747,672,988.2552719116211
4251.475539088249,455,989.7971546649933
9860.999930977821,626,992.114960193634
4352.9721683859825,544,994.0865507125854
9841.777722299099,712,996.7507650852203
3646.2900409698486,486,998.522980928421
4240.092740654945,455,1000.0952923297882
9714.222164690495,1286,1004.5039768218994
4163.258839130402,443,1006.1022870540619
4246.732706427574,455,1007.7504601478577
3294.371830224991,1043,1011.4284372329712
9801.33332657814,894,1014.5313444137573
9647.222160995007,1588,1019.8760650157928
9715.055512845516,1283,1024.6218330860138
4355.817862153053,544,1026.570812702179
3638.7015090584755,422,1028.099247455597
9790.944390773773,941,1031.4180924892426
9647.111073315144,1588,1036.8876173496246
9850.666662395,672,1039.2640445232391
9801.333305358887,894,1042.5167937278748
9821.11105120182,805,1045.520320892334
9710.833300054073,1302,1050.069572687149
3208.0522624850273,1901,1056.6775019168854
4344.43506872654,443,1058.2334232330322
4161.361705958843,443,1059.78865981102
9835.222155928612,742,1062.3235111236572
4162.310280442238,443,1063.8801069259644
9842.333306670189,710,1066.3565282821655
9842.277744412422,710,1068.9607532024384
9817.111091732979,823,1071.8751738071442
9850.499946534634,673,1074.2639679908752
4339.692230165005,443,1075.8508808612823
9644.055482685566,1602,1081.3357982635498
4157.567439496517,443,1082.8070554733276
4149.0303438305855,588,1084.7637617588043
9801.61109983921,893,1087.6516942977905
3646.290042102337,362,1088.9076080322266
3298.16609030962,1946,1095.2100627422333
4245.78414028883,588,1097.30739736557
4156.6188814044,746,1099.906133890152
4149.030343770981,588,1101.9165420532227
4147.133209884167,565,1103.9494709968567
9709.388856172562,1308,1108.2089385986328
9643.99994122982,1602,1113.6540715694427
9820.888868391514,806,1116.3639919757843
1.0132789611816406e-06,2226,1123.9151194095612
9626.555532872677,1681,1129.7188320159912
9629.22218376398,1669,1135.3156745433807
4250.52696865797,588,1137.3436272144318
9828.999950766563,770,1140.0570216178894
4342.537936806679,443,1141.6588926315308
9597.333305299282,1812,1148.11545586586
5069.1399520635605,502,1149.9670441150665
4255.269805669785,455,1151.5139796733856
3221.33219319582,1946,1158.1681094169617
4162.310277462006,443,1159.7321500778198
9.000301361083984e-06,4500,1175.8580043315887
9840.611078679562,718,1178.4006626605988
4256.218366801739,356,1179.6986343860626
3633.9586701393127,315,1180.8763673305511
9844.49997329712,700,1183.4283952713013
3638.701507151127,302,1184.5252058506012
9840.722187399864,717,1187.173767566681
2.491474151611328e-05,4500,1202.112931728363
5067.242823958397,501,1203.9820821285248
9702.888833284378,1337,1208.6117451190948
9712.499947845936,1294,1213.2346227169037
9677.444412708282,1452,1218.3252189159393
3291.526125073433,1922,1225.087628364563
9626.55548542738,1681,1231.0227580070496
4338.743666827679,443,1232.6630609035492
4165.1559745669365,443,1234.2824363708496
4147.133210361004,616,1236.5087003707886
9835.499991834164,741,1239.1291906833649
4163.2588411569595,443,1240.7537178993225
1.4066696166992188e-05,4500,1256.1921775341034
9843.499941706657,705,1258.7852239608765
9840.6666162014,717,1261.4513714313507
9840.722187638283,717,1264.1500806808472
3646.290037214756,301,1265.296534538269
3631.112973868847,314,1266.5081174373627
9844.999987065792,698,1269.064682483673
9840.722231686115,717,1271.7333254814148
9840.61108636856,718,1274.4968695640564
9844.888837993145,698,1277.0839133262634
9843.666607499123,704,1279.7855761051178
9801.999973595142,891,1283.0693004131317
9842.777716696262,708,1285.7096383571625
3666.2099434137344,980,1289.357507944107
9852.222214341164,665,1291.8238804340363
3633.0101040005684,314,1293.0384085178375
9852.277762293816,665,1295.6564161777496
9852.277739942074,665,1298.0778427124023
3631.1129709482193,314,1299.2918140888214
9813.166628539562,841,1302.4003291130066
9837.444391846657,732,1305.0236639976501
3642.495770394802,302,1306.1248919963837
3294.3718180060387,990,1309.6596233844757
3117.938435435295,1019,1313.3324131965637
7741.252092123032,653,1315.5629062652588
9839.611106097698,722,1318.1052737236023
9840.72218555212,717,1320.71773147583
9840.55555152893,718,1323.383049249649
9852.222211897373,665,1325.8673584461212
9829.111056029797,769,1328.7740161418915
9833.444400012493,750,1331.5127289295197
3633.9586713910103,303,1332.6028463840485
3635.85580432415,301,1333.6712777614594
4256.21836400032,356,1334.9361307621002
9853.444377481937,660,1337.2521016597748
9840.666642606258,717,1339.7978429794312
9857.722215414047,641,1342.1289443969727
9839.222235679626,724,1344.7337276935577
3630.1644115448,345,1345.9735474586487
3646.2900363206863,301,1347.0557894706726
3642.49577075243,301,1348.127183675766
9844.111089885235,702,1350.6132817268372
9828.999991118908,770,1353.3617198467255
3635.855804860592,302,1354.467802286148
9840.611080229282,718,1357.0383887290955
3633.958671271801,287,1358.105182170868
9840.666633844376,717,1360.6368544101715
9840.666623413563,717,1363.1419234275818
